Date;Price;Open;High;Low;Vol.;Change %
05/30/2023;15.500;15.250;15.600;15.150;16.87M;2,31%
05/29/2023;15.150;14.800;15.200;14.650;6.98M;3,06%
05/26/2023;14.700;14.900;14.900;14.600;4.75M;-1,01%
05/25/2023;14.850;14.700;14.950;14.600;4.06M;0,34%
05/24/2023;14.800;15.200;15.200;14.800;6.70M;-1,99%
05/23/2023;15.100;15.300;15.400;15.000;5.21M;-0,98%
05/22/2023;15.250;14.600;15.300;14.600;8.64M;4,45%
05/19/2023;14.600;14.550;14.750;14.500;3.72M;0,34%
05/18/2023;14.550;14.550;14.650;14.400;5.89M;0,34%
05/17/2023;14.500;14.800;14.900;14.500;7.63M;-2,03%
05/16/2023;14.800;15.000;15.150;14.700;5.61M;-1,33%
05/15/2023;15.000;15.600;15.600;15.000;8.95M;-2,60%
05/12/2023;15.400;15.200;15.600;15.200;7.82M;1,32%
05/11/2023;15.200;15.200;15.500;15.050;8.51M;0,33%
05/10/2023;15.150;15.050;15.200;14.950;4.72M;0,66%
05/09/2023;15.050;14.700;15.100;14.600;11.87M;3,79%
05/08/2023;14.500;14.700;14.700;14.500;2.76M;0,00%
05/05/2023;14.500;14.400;14.750;14.300;3.18M;0,69%
05/04/2023;14.400;14.500;14.700;14.300;3.35M;-1,03%
04/28/2023;14.550;14.500;14.650;14.450;3.12M;0,34%
04/27/2023;14.500;14.800;14.850;14.500;2.54M;-2,03%
04/26/2023;14.800;14.100;14.800;14.000;5.07M;4,96%
04/25/2023;14.100;14.000;14.500;13.900;3.83M;1,81%
04/24/2023;13.850;14.150;14.200;13.800;5.18M;-2,12%
04/21/2023;14.150;14.600;14.600;14.050;7.16M;-3,41%
04/20/2023;14.650;14.650;14.700;14.500;3.07M;0,00%
04/19/2023;14.650;14.900;15.000;14.650;3.68M;-1,68%
04/18/2023;14.900;14.900;15.000;14.800;3.26M;0,68%
04/17/2023;14.800;14.600;14.900;14.600;2.53M;1,02%
04/14/2023;14.650;14.750;14.950;14.600;6.85M;0,34%
04/13/2023;14.600;14.750;14.800;14.500;4.00M;-0,68%
04/12/2023;14.700;14.900;15.000;14.700;4.07M;-1,34%
04/11/2023;14.900;14.400;14.900;14.400;5.87M;3,11%
04/10/2023;14.450;14.650;14.950;14.400;12.80M;-2,36%
04/07/2023;14.800;15.100;15.250;14.700;12.32M;-2,31%
04/06/2023;15.150;15.500;15.600;15.150;13.64M;-1,94%
04/05/2023;15.450;15.300;15.500;15.200;9.15M;0,98%
04/04/2023;15.300;15.050;15.450;15.050;7.83M;0,99%
04/03/2023;15.150;15.450;15.650;15.100;14.41M;-1,62%
03/31/2023;15.400;15.600;15.900;15.000;20.45M;-1,91%
03/30/2023;15.700;16.500;16.650;15.700;26.11M;-4,27%
03/29/2023;16.400;16.050;16.600;16.050;9.10M;2,18%
03/28/2023;16.050;16.500;16.500;16.050;8.42M;-1,53%
03/27/2023;16.300;15.900;16.400;15.750;9.86M;2,52%
03/24/2023;15.900;16.050;16.200;15.750;7.87M;0,00%
03/23/2023;15.900;15.400;16.000;15.350;7.34M;1,92%
03/22/2023;15.600;15.950;15.950;15.600;4.70M;-1,27%
03/21/2023;15.800;15.350;15.800;15.000;8.65M;4,29%
03/20/2023;15.150;15.600;15.900;15.100;9.61M;-3,50%
03/17/2023;15.700;16.000;16.100;15.600;6.59M;-0,32%
03/16/2023;15.750;15.950;16.250;15.650;9.03M;-3,67%
03/15/2023;16.350;15.950;16.350;15.800;8.92M;5,83%
03/14/2023;15.450;16.400;16.400;15.350;21.20M;-5,79%
03/13/2023;16.400;16.500;16.800;16.200;8.54M;-1,80%
03/10/2023;16.700;16.400;16.700;16.100;14.94M;0,30%
03/09/2023;16.650;16.800;17.100;16.650;14.45M;-0,30%
03/08/2023;16.700;16.350;16.700;16.250;13.32M;1,21%
03/07/2023;16.500;15.600;16.550;15.500;24.60M;6,45%
03/06/2023;15.500;15.800;16.000;15.000;8.15M;0,98%
03/03/2023;15.350;15.500;16.150;15.350;18.75M;0,00%
03/02/2023;15.350;15.300;15.700;15.100;10.09M;1,66%
03/01/2023;15.100;14.150;15.100;13.950;8.22M;6,71%
02/28/2023;14.150;14.500;14.650;13.950;6.48M;-0,35%
02/27/2023;14.200;14.800;14.800;14.200;10.33M;-5,33%
02/24/2023;15.000;15.700;15.750;14.900;7.63M;-3,85%
02/23/2023;15.600;15.050;15.600;14.500;13.39M;2,97%
02/22/2023;15.150;14.900;16.000;14.900;20.54M;-0,98%
02/21/2023;15.300;15.900;15.950;15.300;13.90M;-2,86%
02/20/2023;15.750;15.350;15.800;15.300;13.92M;3,62%
02/17/2023;15.200;15.100;15.350;14.900;10.86M;1,00%
02/16/2023;15.050;14.300;15.050;14.100;13.95M;6,74%
02/15/2023;14.100;13.800;14.450;13.700;9.54M;2,17%
02/14/2023;13.800;13.650;14.050;13.600;6.11M;2,22%
02/13/2023;13.500;13.350;13.700;12.900;7.33M;0,00%
02/10/2023;13.500;13.650;13.900;13.300;6.52M;-1,10%
02/09/2023;13.650;14.000;14.200;13.650;4.43M;-2,50%
02/08/2023;14.000;13.400;14.050;12.850;11.11M;6,46%
02/07/2023;13.150;14.100;14.400;13.150;13.33M;-6,74%
02/06/2023;14.100;14.000;14.200;13.700;6.13M;0,00%
02/03/2023;14.100;14.200;14.550;13.700;8.19M;0,00%
02/02/2023;14.100;14.800;14.950;14.050;11.99M;-4,73%
02/01/2023;14.800;15.950;16.300;14.800;26.77M;-6,92%
01/31/2023;15.900;15.600;15.900;15.450;9.63M;0,95%
01/30/2023;15.750;15.850;16.400;15.400;12.15M;0,00%
01/27/2023;15.750;15.500;16.000;15.050;13.39M;1,61%
01/19/2023;15.500;15.350;15.650;15.100;11.76M;0,32%
01/18/2023;15.450;15.700;15.800;15.300;8.39M;-0,32%
01/17/2023;15.500;14.750;15.500;14.600;16.06M;6,90%
01/16/2023;14.500;14.150;14.700;13.950;9.38M;3,20%
01/13/2023;14.050;14.450;14.700;13.900;7.79M;-0,71%
01/12/2023;14.150;14.000;14.300;13.800;6.48M;1,80%
01/11/2023;13.900;13.700;14.400;13.600;13.43M;2,96%
01/10/2023;13.500;13.100;13.700;12.600;9.01M;3,05%
01/09/2023;13.100;13.650;13.650;13.100;7.65M;-1,13%
01/06/2023;13.250;13.800;13.950;13.100;8.65M;-4,33%
01/05/2023;13.850;13.450;13.950;13.100;9.74M;3,75%
01/04/2023;13.350;13.600;13.800;13.250;7.89M;1,91%
01/03/2023;13.100;12.350;13.100;12.350;8.70M;6,94%
12/30/2022;12.250;12.450;12.500;12.100;3.90M;0,00%
12/29/2022;12.250;12.350;12.600;12.000;5.60M;-0,81%
12/28/2022;12.350;12.600;12.750;12.350;5.82M;0,00%
12/27/2022;12.350;11.500;12.350;11.300;9.21M;6,93%
12/26/2022;11.550;12.050;12.350;11.550;12.09M;-6,85%
12/23/2022;12.400;13.250;13.300;12.400;12.51M;-6,77%
12/22/2022;13.300;14.000;14.150;12.900;10.90M;-3,62%
12/21/2022;13.800;14.900;14.950;13.650;13.40M;-5,80%
12/20/2022;14.650;14.100;14.900;13.350;25.88M;3,90%
12/19/2022;14.100;14.500;15.050;14.100;20.97M;0,00%
12/16/2022;14.100;13.000;14.100;13.000;15.19M;6,82%
12/15/2022;13.200;12.800;13.400;12.800;11.71M;1,54%
12/14/2022;13.000;13.300;13.500;12.900;10.37M;0,00%
12/13/2022;13.000;12.450;13.000;11.950;9.15M;4,42%
12/12/2022;12.450;13.500;13.800;12.400;12.49M;-6,39%
12/09/2022;13.300;12.800;13.450;12.350;11.99M;4,72%
12/08/2022;12.700;12.100;12.700;12.050;12.38M;6,72%
12/07/2022;11.900;11.950;12.400;11.650;14.65M;-4,80%
