"Date","Price","Open","High","Low","Vol.","Change %"
"05/31/2023","14,568.1","14,946.5","14,993.8","14,378.9","37.31M","-2.84%"
"05/30/2023","14,993.8","14,946.5","15,135.7","14,757.3","13.75M","0.96%"
"05/29/2023","14,851.9","14,662.7","14,851.9","14,520.8","9.88M","2.28%"
"05/26/2023","14,520.8","14,757.3","14,757.3","14,378.9","15.34M","-0.97%"
"05/25/2023","14,662.7","14,662.7","14,899.2","14,568.1","14.05M","-0.64%"
"05/24/2023","14,757.3","15,135.7","15,230.3","14,757.3","16.63M","-2.19%"
"05/23/2023","15,088.4","15,277.6","15,419.5","14,993.8","15.36M","-1.24%"
"05/22/2023","15,277.6","14,757.3","15,419.5","14,757.3","20.62M","3.86%"
"05/19/2023","14,710.0","14,662.7","14,899.2","14,568.1","6.35M","0.65%"
"05/18/2023","14,615.4","14,757.3","14,851.9","14,615.4","8.96M","-0.32%"
"05/17/2023","14,662.7","14,899.2","14,993.8","14,662.7","12.39M","-1.90%"
"05/16/2023","14,946.5","15,135.7","15,230.3","14,851.9","8.57M","-0.63%"
"05/15/2023","15,041.1","15,608.7","15,608.7","15,041.1","18.66M","-2.45%"
"05/12/2023","15,419.5","15,230.3","15,703.3","15,183.0","15.74M","1.24%"
"05/11/2023","15,230.3","15,088.4","15,514.1","15,041.1","17.18M","0.94%"
"05/10/2023","15,088.4","15,135.7","15,230.3","14,946.5","9.56M","0.00%"
"05/09/2023","15,088.4","14,851.9","15,372.2","14,804.6","18.83M","2.24%"
"05/08/2023","14,757.3","14,851.9","14,899.2","14,615.4","8.40M","0.32%"
"05/05/2023","14,710.0","14,568.1","14,946.5","14,473.5","11.58M","0.32%"
"05/04/2023","14,662.7","14,662.7","14,946.5","14,520.8","9.39M","0.00%"
"04/28/2023","14,662.7","14,662.7","14,757.3","14,426.2","8.43M","1.31%"
"04/27/2023","14,473.5","14,899.2","14,946.5","14,426.2","10.97M","-2.55%"
"04/26/2023","14,851.9","14,142.4","14,851.9","14,000.5","14.02M","5.02%"
"04/25/2023","14,142.4","13,905.9","14,378.9","13,905.9","6.98M","2.40%"
"04/24/2023","13,811.3","14,095.1","14,237.0","13,622.1","8.54M","-2.34%"
"04/21/2023","14,142.4","14,568.1","14,568.1","13,953.2","8.91M","-2.29%"
"04/20/2023","14,473.5","14,473.5","14,662.7","14,426.2","3.43M","0.00%"
"04/19/2023","14,473.5","14,899.2","14,946.5","14,473.5","5.92M","-2.55%"
"04/18/2023","14,851.9","14,851.9","14,946.5","14,757.3","6.22M","0.64%"
"04/17/2023","14,757.3","14,520.8","14,899.2","14,520.8","5.16M","1.63%"
"04/14/2023","14,520.8","14,473.5","14,804.6","14,378.9","11.00M","1.66%"
"04/13/2023","14,284.3","14,757.3","14,851.9","14,189.7","13.05M","-2.89%"
"04/12/2023","14,710.0","14,946.5","15,088.4","14,710.0","8.68M","-1.58%"
"04/11/2023","14,946.5","14,662.7","15,041.1","14,615.4","10.28M","1.28%"
"04/10/2023","14,757.3","15,324.9","15,466.8","14,757.3","23.43M","-3.70%"
"04/07/2023","15,324.9","15,514.1","15,656.0","15,088.4","15.34M","-1.22%"
"04/06/2023","15,514.1","15,892.5","16,176.3","15,514.1","22.22M","-1.80%"
"04/05/2023","15,797.9","15,514.1","15,845.2","15,419.5","16.03M","1.52%"
"04/04/2023","15,561.4","15,419.5","15,608.7","15,324.9","14.71M","1.54%"
"04/03/2023","15,324.9","15,466.8","15,514.1","15,183.0","13.08M","0.62%"
"03/31/2023","15,230.3","15,372.2","15,514.1","14,757.3","26.46M","-0.92%"
"03/30/2023","15,372.2","15,892.5","15,987.1","15,324.9","19.51M","-1.81%"
"03/29/2023","15,656.0","15,372.2","15,939.8","15,324.9","21.96M","1.85%"
"03/28/2023","15,372.2","15,608.7","15,703.3","15,372.2","10.84M","-0.61%"
"03/27/2023","15,466.8","15,135.7","15,608.7","14,946.5","18.79M","2.83%"
"03/24/2023","15,041.1","15,230.3","15,324.9","15,041.1","9.66M","-0.63%"
"03/23/2023","15,135.7","14,757.3","15,277.6","14,757.3","8.60M","0.95%"
"03/22/2023","14,993.8","15,419.5","15,419.5","14,993.8","8.97M","-1.55%"
"03/21/2023","15,230.3","15,041.1","15,324.9","14,757.3","9.24M","2.55%"
"03/20/2023","14,851.9","15,230.3","15,466.8","14,851.9","14.17M","-3.09%"
"03/17/2023","15,324.9","15,466.8","15,561.4","15,183.0","16.18M","0.62%"
"03/16/2023","15,230.3","15,419.5","15,608.7","15,135.7","16.09M","-2.72%"
"03/15/2023","15,656.0","15,135.7","15,656.0","14,993.8","19.32M","6.43%"
"03/14/2023","14,710.0","15,324.9","15,324.9","14,520.8","25.91M","-4.01%"
"03/13/2023","15,324.9","15,277.6","15,703.3","15,041.1","20.54M","-1.22%"
"03/10/2023","15,514.1","15,135.7","15,561.4","14,946.5","26.37M","0.92%"
"03/09/2023","15,372.2","15,419.5","15,797.9","15,372.2","28.70M","0.00%"
"03/08/2023","15,372.2","15,088.4","15,372.2","15,041.1","18.61M","0.93%"
"03/07/2023","15,230.3","14,662.7","15,419.5","14,662.7","25.43M","4.89%"
"03/06/2023","14,520.8","14,946.5","15,088.4","14,284.3","11.60M","0.33%"
"03/03/2023","14,473.5","14,851.9","15,277.6","14,473.5","25.78M","-1.29%"
"03/02/2023","14,662.7","14,757.3","14,993.8","14,520.8","12.45M","-0.32%"
"03/01/2023","14,710.0","13,764.0","14,710.0","13,574.8","18.46M","6.87%"
"02/28/2023","13,764.0","14,000.5","14,095.1","13,527.5","9.38M","1.04%"
"02/27/2023","13,622.1","14,000.5","14,189.7","13,622.1","21.15M","-5.26%"
"02/24/2023","14,378.9","14,946.5","15,088.4","14,189.7","14.07M","-3.80%"
"02/23/2023","14,946.5","14,331.6","14,946.5","13,716.7","24.60M","5.33%"
"02/22/2023","14,189.7","14,662.7","15,514.1","14,189.7","37.81M","-5.06%"
"02/21/2023","14,946.5","15,608.7","15,608.7","14,946.5","22.43M","-2.47%"
